38	0.00
39	3.62
39	7.24
115	7.24
154	7.24
157	7.24
128	7.24
77	7.24
23	7.24
345	3.62
343	10.86
328	10.86
268	10.86
266	10.86
259	14.48
205	10.86
289	14.48
289	7.24
336	10.86
290	10.86
254	7.24
254	7.24
287	7.24
343	3.62
0	3.62
329	7.24
0	3.62
42	3.62
85	0.00
48	3.62
24	3.62
70	3.62
